composite_primary_key,product_name,code,channel,customers__customer_category,month_num,month_year,units
Product Variant 0075-SKU-ECD2FAFA-Wholesale-August 2026,Product Variant 0075,SKU-ECD2FAFA,Wholesale,Professional - Esthetician,202608,Aug-26,20
Product Variant 0075-SKU-ECD2FAFA-Wholesale-August 2026,Product Variant 0075,SKU-ECD2FAFA,Wholesale,Retailer - Non-Credo,202608,Aug-26,0
Product Variant 0075-SKU-ECD2FAFA-Wholesale-September 2026,Product Variant 0075,SKU-ECD2FAFA,Wholesale,Professional - Esthetician,202609,Sep-26,25
Product Variant 0075-SKU-ECD2FAFA-Wholesale-September 2026,Product Variant 0075,SKU-ECD2FAFA,Wholesale,Retailer - Non-Credo,202609,Sep-26,0
Product Variant 0075-SKU-ECD2FAFA-Wholesale-October 2026,Product Variant 0075,SKU-ECD2FAFA,Wholesale,Professional - Esthetician,202610,Oct-26,15
Product Variant 0075-SKU-ECD2FAFA-Wholesale-October 2026,Product Variant 0075,SKU-ECD2FAFA,Wholesale,Retailer - Non-Credo,202610,Oct-26,0
Product Variant 0075-SKU-ECD2FAFA-Wholesale-November 2026,Product Variant 0075,SKU-ECD2FAFA,Wholesale,Professional - Esthetician,202611,Nov-26,27
Product Variant 0075-SKU-ECD2FAFA-Wholesale-November 2026,Product Variant 0075,SKU-ECD2FAFA,Wholesale,Retailer - Non-Credo,202611,Nov-26,0
Product Variant 0075-SKU-ECD2FAFA-Wholesale-December 2026,Product Variant 0075,SKU-ECD2FAFA,Wholesale,Professional - Esthetician,202612,Dec-26,16
Product Variant 0075-SKU-ECD2FAFA-Wholesale-December 2026,Product Variant 0075,SKU-ECD2FAFA,Wholesale,Retailer - Non-Credo,202612,Dec-26,0
Product Variant 0065-SKU-ED62B166-Wholesale-January 2026,Product Variant 0065,SKU-ED62B166,Wholesale,Professional - Esthetician,202601,Jan-26,14
Product Variant 0065-SKU-ED62B166-Wholesale-February 2026,Product Variant 0065,SKU-ED62B166,Wholesale,No Customer Type,202602,Feb-26,1
Product Variant 0065-SKU-ED62B166-Wholesale-February 2026,Product Variant 0065,SKU-ED62B166,Wholesale,Professional - Esthetician,202602,Feb-26,4
Product Variant 0065-SKU-ED62B166-Wholesale-March 2026,Product Variant 0065,SKU-ED62B166,Wholesale,Professional - Esthetician,202603,Mar-26,12
Product Variant 0065-SKU-ED62B166-Wholesale-April 2026,Product Variant 0065,SKU-ED62B166,Wholesale,Professional - Esthetician,202604,Apr-26,9
Product Variant 0065-SKU-ED62B166-Wholesale-May 2026,Product Variant 0065,SKU-ED62B166,Wholesale,Professional - Esthetician,202605,May-26,10
Product Variant 0065-SKU-ED62B166-Wholesale-June 2026,Product Variant 0065,SKU-ED62B166,Wholesale,Professional - Esthetician,202606,Jun-26,10
Product Variant 0065-SKU-ED62B166-Wholesale-July 2026,Product Variant 0065,SKU-ED62B166,Wholesale,Professional - Esthetician,202607,Jul-26,12
Product Variant 0065-SKU-ED62B166-Wholesale-August 2026,Product Variant 0065,SKU-ED62B166,Wholesale,Professional - Esthetician,202608,Aug-26,11
Product Variant 0065-SKU-ED62B166-Wholesale-September 2026,Product Variant 0065,SKU-ED62B166,Wholesale,Professional - Esthetician,202609,Sep-26,14
Product Variant 0065-SKU-ED62B166-Wholesale-October 2026,Product Variant 0065,SKU-ED62B166,Wholesale,Professional - Esthetician,202610,Oct-26,9
Product Variant 0065-SKU-ED62B166-Wholesale-November 2026,Product Variant 0065,SKU-ED62B166,Wholesale,Professional - Esthetician,202611,Nov-26,18
Product Variant 0065-SKU-ED62B166-Wholesale-December 2026,Product Variant 0065,SKU-ED62B166,Wholesale,Professional - Esthetician,202612,Dec-26,10
Product Variant 0127-SKU-EE9D8C7B-Direct-to-Consumer-March 2026,Product Variant 0127,SKU-EE9D8C7B,Direct-to-Consumer,Unknown,202603,Mar-26,1
Product Variant 0127-SKU-EE9D8C7B-Direct-to-Consumer-April 2026,Product Variant 0127,SKU-EE9D8C7B,Direct-to-Consumer,Unknown,202604,Apr-26,1
Product Variant 0127-SKU-EE9D8C7B-Direct-to-Consumer-May 2026,Product Variant 0127,SKU-EE9D8C7B,Direct-to-Consumer,Unknown,202605,May-26,1
Product Variant 0127-SKU-EE9D8C7B-Direct-to-Consumer-June 2026,Product Variant 0127,SKU-EE9D8C7B,Direct-to-Consumer,Unknown,202606,Jun-26,1
Product Variant 0127-SKU-EE9D8C7B-Direct-to-Consumer-July 2026,Product Variant 0127,SKU-EE9D8C7B,Direct-to-Consumer,Unknown,202607,Jul-26,1
Product Variant 0127-SKU-EE9D8C7B-Direct-to-Consumer-August 2026,Product Variant 0127,SKU-EE9D8C7B,Direct-to-Consumer,Unknown,202608,Aug-26,1
Product Variant 0127-SKU-EE9D8C7B-Direct-to-Consumer-September 2026,Product Variant 0127,SKU-EE9D8C7B,Direct-to-Consumer,Unknown,202609,Sep-26,1
Product Variant 0127-SKU-EE9D8C7B-Direct-to-Consumer-October 2026,Product Variant 0127,SKU-EE9D8C7B,Direct-to-Consumer,Unknown,202610,Oct-26,1
Product Variant 0127-SKU-EE9D8C7B-Direct-to-Consumer-November 2026,Product Variant 0127,SKU-EE9D8C7B,Direct-to-Consumer,Unknown,202611,Nov-26,1
Product Variant 0127-SKU-EE9D8C7B-Direct-to-Consumer-December 2026,Product Variant 0127,SKU-EE9D8C7B,Direct-to-Consumer,Unknown,202612,Dec-26,1
Product Variant 0127-SKU-EE9D8C7B-Wholesale-January 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Professional - Esthetician,202601,Jan-26,5
Product Variant 0127-SKU-EE9D8C7B-Wholesale-March 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Professional - Esthetician,202603,Mar-26,4
Product Variant 0127-SKU-EE9D8C7B-Wholesale-March 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Retailer - Credo,202603,Mar-26,2
Product Variant 0127-SKU-EE9D8C7B-Wholesale-April 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Professional - Esthetician,202604,Apr-26,5
Product Variant 0127-SKU-EE9D8C7B-Wholesale-April 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Retailer - Credo,202604,Apr-26,2
Product Variant 0127-SKU-EE9D8C7B-Wholesale-May 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Professional - Esthetician,202605,May-26,4
Product Variant 0127-SKU-EE9D8C7B-Wholesale-May 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Retailer - Credo,202605,May-26,2
Product Variant 0127-SKU-EE9D8C7B-Wholesale-June 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Professional - Esthetician,202606,Jun-26,6
Product Variant 0127-SKU-EE9D8C7B-Wholesale-June 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Retailer - Credo,202606,Jun-26,3
Product Variant 0127-SKU-EE9D8C7B-Wholesale-July 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Professional - Esthetician,202607,Jul-26,4
Product Variant 0127-SKU-EE9D8C7B-Wholesale-July 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Retailer - Credo,202607,Jul-26,2
Product Variant 0127-SKU-EE9D8C7B-Wholesale-August 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Professional - Esthetician,202608,Aug-26,6
Product Variant 0127-SKU-EE9D8C7B-Wholesale-August 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Retailer - Credo,202608,Aug-26,2
Product Variant 0127-SKU-EE9D8C7B-Wholesale-September 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Professional - Esthetician,202609,Sep-26,7
Product Variant 0127-SKU-EE9D8C7B-Wholesale-September 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Retailer - Credo,202609,Sep-26,3
Product Variant 0127-SKU-EE9D8C7B-Wholesale-October 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Professional - Esthetician,202610,Oct-26,6
Product Variant 0127-SKU-EE9D8C7B-Wholesale-October 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Retailer - Credo,202610,Oct-26,2
Product Variant 0127-SKU-EE9D8C7B-Wholesale-November 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Professional - Esthetician,202611,Nov-26,7
Product Variant 0127-SKU-EE9D8C7B-Wholesale-November 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Retailer - Credo,202611,Nov-26,3
Product Variant 0127-SKU-EE9D8C7B-Wholesale-December 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Professional - Esthetician,202612,Dec-26,4
Product Variant 0127-SKU-EE9D8C7B-Wholesale-December 2026,Product Variant 0127,SKU-EE9D8C7B,Wholesale,Retailer - Credo,202612,Dec-26,2
Product Variant 0189-SKU-F0F50B4D-Direct-to-Consumer-March 2026,Product Variant 0189,SKU-F0F50B4D,Direct-to-Consumer,Direct-to-Consumer,202603,Mar-26,5
Product Variant 0189-SKU-F0F50B4D-Direct-to-Consumer-April 2026,Product Variant 0189,SKU-F0F50B4D,Direct-to-Consumer,Direct-to-Consumer,202604,Apr-26,1
Product Variant 0189-SKU-F0F50B4D-Direct-to-Consumer-May 2026,Product Variant 0189,SKU-F0F50B4D,Direct-to-Consumer,Direct-to-Consumer,202605,May-26,2
Product Variant 0189-SKU-F0F50B4D-Direct-to-Consumer-June 2026,Product Variant 0189,SKU-F0F50B4D,Direct-to-Consumer,Direct-to-Consumer,202606,Jun-26,6
Product Variant 0189-SKU-F0F50B4D-Direct-to-Consumer-July 2026,Product Variant 0189,SKU-F0F50B4D,Direct-to-Consumer,Direct-to-Consumer,202607,Jul-26,3
Product Variant 0189-SKU-F0F50B4D-Direct-to-Consumer-August 2026,Product Variant 0189,SKU-F0F50B4D,Direct-to-Consumer,Direct-to-Consumer,202608,Aug-26,2
Product Variant 0189-SKU-F0F50B4D-Direct-to-Consumer-September 2026,Product Variant 0189,SKU-F0F50B4D,Direct-to-Consumer,Direct-to-Consumer,202609,Sep-26,4
Product Variant 0189-SKU-F0F50B4D-Direct-to-Consumer-October 2026,Product Variant 0189,SKU-F0F50B4D,Direct-to-Consumer,Direct-to-Consumer,202610,Oct-26,1
Product Variant 0189-SKU-F0F50B4D-Direct-to-Consumer-November 2026,Product Variant 0189,SKU-F0F50B4D,Direct-to-Consumer,Direct-to-Consumer,202611,Nov-26,1
Product Variant 0189-SKU-F0F50B4D-Direct-to-Consumer-December 2026,Product Variant 0189,SKU-F0F50B4D,Direct-to-Consumer,Direct-to-Consumer,202612,Dec-26,1
Product Variant 0094-SKU-F2583A60-Direct-to-Consumer-January 2026,Product Variant 0094,SKU-F2583A60,Direct-to-Consumer,Direct-to-Consumer,202601,Jan-26,1
Product Variant 0094-SKU-F2583A60-Direct-to-Consumer-February 2026,Product Variant 0094,SKU-F2583A60,Direct-to-Consumer,Direct-to-Consumer,202602,Feb-26,3
Product Variant 0094-SKU-F2583A60-Direct-to-Consumer-March 2026,Product Variant 0094,SKU-F2583A60,Direct-to-Consumer,Direct-to-Consumer,202603,Mar-26,3
Product Variant 0094-SKU-F2583A60-Direct-to-Consumer-April 2026,Product Variant 0094,SKU-F2583A60,Direct-to-Consumer,Direct-to-Consumer,202604,Apr-26,3
Product Variant 0094-SKU-F2583A60-Direct-to-Consumer-May 2026,Product Variant 0094,SKU-F2583A60,Direct-to-Consumer,Direct-to-Consumer,202605,May-26,3
Product Variant 0094-SKU-F2583A60-Direct-to-Consumer-June 2026,Product Variant 0094,SKU-F2583A60,Direct-to-Consumer,Direct-to-Consumer,202606,Jun-26,4
Product Variant 0094-SKU-F2583A60-Direct-to-Consumer-July 2026,Product Variant 0094,SKU-F2583A60,Direct-to-Consumer,Direct-to-Consumer,202607,Jul-26,3
Product Variant 0094-SKU-F2583A60-Direct-to-Consumer-August 2026,Product Variant 0094,SKU-F2583A60,Direct-to-Consumer,Direct-to-Consumer,202608,Aug-26,4
Product Variant 0094-SKU-F2583A60-Direct-to-Consumer-September 2026,Product Variant 0094,SKU-F2583A60,Direct-to-Consumer,Direct-to-Consumer,202609,Sep-26,5
Product Variant 0094-SKU-F2583A60-Direct-to-Consumer-October 2026,Product Variant 0094,SKU-F2583A60,Direct-to-Consumer,Direct-to-Consumer,202610,Oct-26,4
Product Variant 0094-SKU-F2583A60-Direct-to-Consumer-November 2026,Product Variant 0094,SKU-F2583A60,Direct-to-Consumer,Direct-to-Consumer,202611,Nov-26,5
Product Variant 0094-SKU-F2583A60-Direct-to-Consumer-December 2026,Product Variant 0094,SKU-F2583A60,Direct-to-Consumer,Direct-to-Consumer,202612,Dec-26,3
Product Variant 0094-SKU-F2583A60-Wholesale-January 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Professional - Esthetician,202601,Jan-26,9
Product Variant 0094-SKU-F2583A60-Wholesale-February 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Professional - Esthetician,202602,Feb-26,12
Product Variant 0094-SKU-F2583A60-Wholesale-March 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Professional - Esthetician,202603,Mar-26,18
Product Variant 0094-SKU-F2583A60-Wholesale-March 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Retailer - Non-Credo,202603,Mar-26,1
Product Variant 0094-SKU-F2583A60-Wholesale-April 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Professional - Esthetician,202604,Apr-26,21
Product Variant 0094-SKU-F2583A60-Wholesale-April 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Retailer - Non-Credo,202604,Apr-26,1
Product Variant 0094-SKU-F2583A60-Wholesale-May 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Professional - Esthetician,202605,May-26,15
Product Variant 0094-SKU-F2583A60-Wholesale-May 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Retailer - Non-Credo,202605,May-26,1
Product Variant 0094-SKU-F2583A60-Wholesale-June 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Professional - Esthetician,202606,Jun-26,23
Product Variant 0094-SKU-F2583A60-Wholesale-June 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Retailer - Non-Credo,202606,Jun-26,1
Product Variant 0094-SKU-F2583A60-Wholesale-July 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Professional - Esthetician,202607,Jul-26,15
Product Variant 0094-SKU-F2583A60-Wholesale-July 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Retailer - Non-Credo,202607,Jul-26,0
Product Variant 0094-SKU-F2583A60-Wholesale-August 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Professional - Esthetician,202608,Aug-26,20
Product Variant 0094-SKU-F2583A60-Wholesale-August 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Retailer - Non-Credo,202608,Aug-26,1
Product Variant 0094-SKU-F2583A60-Wholesale-September 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Professional - Esthetician,202609,Sep-26,24
Product Variant 0094-SKU-F2583A60-Wholesale-September 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Retailer - Non-Credo,202609,Sep-26,1
Product Variant 0094-SKU-F2583A60-Wholesale-October 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Professional - Esthetician,202610,Oct-26,18
Product Variant 0094-SKU-F2583A60-Wholesale-October 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Retailer - Non-Credo,202610,Oct-26,1
Product Variant 0094-SKU-F2583A60-Wholesale-November 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Professional - Esthetician,202611,Nov-26,21
Product Variant 0094-SKU-F2583A60-Wholesale-November 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Retailer - Non-Credo,202611,Nov-26,1
Product Variant 0094-SKU-F2583A60-Wholesale-December 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Professional - Esthetician,202612,Dec-26,13
Product Variant 0094-SKU-F2583A60-Wholesale-December 2026,Product Variant 0094,SKU-F2583A60,Wholesale,Retailer - Non-Credo,202612,Dec-26,0
Product Variant 0027-SKU-F43453AE-Direct-to-Consumer-January 2026,Product Variant 0027,SKU-F43453AE,Direct-to-Consumer,Direct-to-Consumer,202601,Jan-26,47
Product Variant 0027-SKU-F43453AE-Direct-to-Consumer-February 2026,Product Variant 0027,SKU-F43453AE,Direct-to-Consumer,Direct-to-Consumer,202602,Feb-26,31
Product Variant 0027-SKU-F43453AE-Direct-to-Consumer-March 2026,Product Variant 0027,SKU-F43453AE,Direct-to-Consumer,Direct-to-Consumer,202603,Mar-26,68
Product Variant 0027-SKU-F43453AE-Direct-to-Consumer-April 2026,Product Variant 0027,SKU-F43453AE,Direct-to-Consumer,Direct-to-Consumer,202604,Apr-26,57
Product Variant 0027-SKU-F43453AE-Direct-to-Consumer-May 2026,Product Variant 0027,SKU-F43453AE,Direct-to-Consumer,Direct-to-Consumer,202605,May-26,59
Product Variant 0027-SKU-F43453AE-Direct-to-Consumer-June 2026,Product Variant 0027,SKU-F43453AE,Direct-to-Consumer,Direct-to-Consumer,202606,Jun-26,74
Product Variant 0027-SKU-F43453AE-Direct-to-Consumer-July 2026,Product Variant 0027,SKU-F43453AE,Direct-to-Consumer,Direct-to-Consumer,202607,Jul-26,79
Product Variant 0027-SKU-F43453AE-Direct-to-Consumer-August 2026,Product Variant 0027,SKU-F43453AE,Direct-to-Consumer,Direct-to-Consumer,202608,Aug-26,84
Product Variant 0027-SKU-F43453AE-Direct-to-Consumer-September 2026,Product Variant 0027,SKU-F43453AE,Direct-to-Consumer,Direct-to-Consumer,202609,Sep-26,96
Product Variant 0027-SKU-F43453AE-Direct-to-Consumer-October 2026,Product Variant 0027,SKU-F43453AE,Direct-to-Consumer,Direct-to-Consumer,202610,Oct-26,71
Product Variant 0027-SKU-F43453AE-Direct-to-Consumer-November 2026,Product Variant 0027,SKU-F43453AE,Direct-to-Consumer,Direct-to-Consumer,202611,Nov-26,149
Product Variant 0027-SKU-F43453AE-Direct-to-Consumer-December 2026,Product Variant 0027,SKU-F43453AE,Direct-to-Consumer,Direct-to-Consumer,202612,Dec-26,61
Product Variant 0027-SKU-F43453AE-Wholesale-January 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Professional - Esthetician,202601,Jan-26,30
Product Variant 0027-SKU-F43453AE-Wholesale-January 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Retailer - Non-Credo,202601,Jan-26,2
Product Variant 0027-SKU-F43453AE-Wholesale-February 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Professional - Esthetician,202602,Feb-26,8
Product Variant 0027-SKU-F43453AE-Wholesale-March 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Professional - Esthetician,202603,Mar-26,24
Product Variant 0027-SKU-F43453AE-Wholesale-March 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Retailer - Non-Credo,202603,Mar-26,10
Product Variant 0027-SKU-F43453AE-Wholesale-April 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Professional - Esthetician,202604,Apr-26,19
Product Variant 0027-SKU-F43453AE-Wholesale-April 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Retailer - Non-Credo,202604,Apr-26,8
Product Variant 0027-SKU-F43453AE-Wholesale-May 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Professional - Esthetician,202605,May-26,19
Product Variant 0027-SKU-F43453AE-Wholesale-May 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Retailer - Non-Credo,202605,May-26,9
Product Variant 0027-SKU-F43453AE-Wholesale-June 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Professional - Esthetician,202606,Jun-26,23
Product Variant 0027-SKU-F43453AE-Wholesale-June 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Retailer - Non-Credo,202606,Jun-26,10
Product Variant 0027-SKU-F43453AE-Wholesale-July 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Professional - Esthetician,202607,Jul-26,24
Product Variant 0027-SKU-F43453AE-Wholesale-July 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Retailer - Non-Credo,202607,Jul-26,10
Product Variant 0027-SKU-F43453AE-Wholesale-August 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Professional - Esthetician,202608,Aug-26,24
Product Variant 0027-SKU-F43453AE-Wholesale-August 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Retailer - Non-Credo,202608,Aug-26,11
Product Variant 0027-SKU-F43453AE-Wholesale-September 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Professional - Esthetician,202609,Sep-26,27
Product Variant 0027-SKU-F43453AE-Wholesale-September 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Retailer - Non-Credo,202609,Sep-26,12
Product Variant 0027-SKU-F43453AE-Wholesale-October 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Professional - Esthetician,202610,Oct-26,19
Product Variant 0027-SKU-F43453AE-Wholesale-October 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Retailer - Non-Credo,202610,Oct-26,9
Product Variant 0027-SKU-F43453AE-Wholesale-November 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Professional - Esthetician,202611,Nov-26,39
Product Variant 0027-SKU-F43453AE-Wholesale-November 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Retailer - Non-Credo,202611,Nov-26,17
Product Variant 0027-SKU-F43453AE-Wholesale-December 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Professional - Esthetician,202612,Dec-26,15
Product Variant 0027-SKU-F43453AE-Wholesale-December 2026,Product Variant 0027,SKU-F43453AE,Wholesale,Retailer - Non-Credo,202612,Dec-26,7
Product Variant 0188-SKU-F4A9A785-Direct-to-Consumer-March 2026,Product Variant 0188,SKU-F4A9A785,Direct-to-Consumer,Direct-to-Consumer,202603,Mar-26,3
Product Variant 0188-SKU-F4A9A785-Direct-to-Consumer-April 2026,Product Variant 0188,SKU-F4A9A785,Direct-to-Consumer,Direct-to-Consumer,202604,Apr-26,2
Product Variant 0188-SKU-F4A9A785-Direct-to-Consumer-May 2026,Product Variant 0188,SKU-F4A9A785,Direct-to-Consumer,Direct-to-Consumer,202605,May-26,2
Product Variant 0188-SKU-F4A9A785-Direct-to-Consumer-June 2026,Product Variant 0188,SKU-F4A9A785,Direct-to-Consumer,Direct-to-Consumer,202606,Jun-26,3
Product Variant 0188-SKU-F4A9A785-Direct-to-Consumer-July 2026,Product Variant 0188,SKU-F4A9A785,Direct-to-Consumer,Direct-to-Consumer,202607,Jul-26,2
Product Variant 0188-SKU-F4A9A785-Direct-to-Consumer-August 2026,Product Variant 0188,SKU-F4A9A785,Direct-to-Consumer,Direct-to-Consumer,202608,Aug-26,1
Product Variant 0188-SKU-F4A9A785-Direct-to-Consumer-September 2026,Product Variant 0188,SKU-F4A9A785,Direct-to-Consumer,Direct-to-Consumer,202609,Sep-26,2
Product Variant 0188-SKU-F4A9A785-Direct-to-Consumer-October 2026,Product Variant 0188,SKU-F4A9A785,Direct-to-Consumer,Direct-to-Consumer,202610,Oct-26,2
Product Variant 0188-SKU-F4A9A785-Direct-to-Consumer-November 2026,Product Variant 0188,SKU-F4A9A785,Direct-to-Consumer,Direct-to-Consumer,202611,Nov-26,3
Product Variant 0188-SKU-F4A9A785-Direct-to-Consumer-December 2026,Product Variant 0188,SKU-F4A9A785,Direct-to-Consumer,Direct-to-Consumer,202612,Dec-26,4
Product Variant 0172-SKU-F4D89558-Direct-to-Consumer-March 2026,Product Variant 0172,SKU-F4D89558,Direct-to-Consumer,Unknown,202603,Mar-26,1
Product Variant 0172-SKU-F4D89558-Direct-to-Consumer-April 2026,Product Variant 0172,SKU-F4D89558,Direct-to-Consumer,Unknown,202604,Apr-26,1
Product Variant 0172-SKU-F4D89558-Direct-to-Consumer-May 2026,Product Variant 0172,SKU-F4D89558,Direct-to-Consumer,Unknown,202605,May-26,1
Product Variant 0172-SKU-F4D89558-Direct-to-Consumer-June 2026,Product Variant 0172,SKU-F4D89558,Direct-to-Consumer,Unknown,202606,Jun-26,1
